Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
904,Sisters,105011053,87044645,17966408,2015.csv,2015,0.8289093625220576,0.17109063747794245
905,Training Day,104876233,76631907,28244326,2001.csv,2001,0.7306889731632523,0.2693110268367477
906,Scary Stories to Tell in the Dark,104545505,68947075,35598430,2019.csv,2019,0.6594934425922951,0.3405065574077049
907,The Hitchhiker's Guide to the Galaxy,104478416,51085416,53393000,2005.csv,2005,0.48895664727535687,0.5110433527246432
908,Book Club,104438188,68566296,35871892,2018.csv,2018,0.6565251400187065,0.34347485998129346
909,The Tuxedo,104391623,50547998,53843625,2002.csv,2002,0.4842150792118636,0.5157849207881364
910,Halloween Ends,104361355,64079860,40281495,2022.csv,2022,0.6140190494843614,0.3859809505156387
911,The Cell,104155843,61334059,42821784,2000.csv,2000,0.5888681540410555,0.4111318459589444
912,Wrath of Man,103966489,27466489,76500000,2021.csv,2021,0.26418598208120697,0.7358140179187931
913,Immortal Demon Slayer,103818506,0,103818506,2017.csv,2017,0.0,1.0
914,Detective Conan: Black Iron Submarine,103720914,0,103720914,2023.csv,2023,0.0,1.0
915,Ouija,103590271,50856010,52734261,2014.csv,2014,0.49093423068658637,0.5090657693134136
916,The Stepford Wives,103370127,59484742,43885385,2004.csv,2004,0.5754538929801257,0.42454610701987433
917,Rugrats in Paris,103291131,76507756,26783375,2000.csv,2000,0.7407001478181123,0.2592998521818877
918,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014,0.41021711417518064,0.5897828858248194
919,Cold War 2,103197501,560824,102636677,2016.csv,2016,0.00543447268165922,0.9945655273183408
920,Guess Who,103121466,68915888,34205578,2005.csv,2005,0.6682981795468268,0.33170182045317315
921,Night School,103105878,77339130,25766748,2018.csv,2018,0.75009428657404,0.24990571342596005
922,Saw,103096345,55185045,47911300,2004.csv,2004,0.5352764445723076,0.4647235554276924
923,Transcendence,103039258,23022309,80016949,2014.csv,2014,0.22343240282262125,0.7765675971773788
924,Jimmy Neutron: Boy Genius,102992536,80936232,22056304,2001.csv,2001,0.7858456072972123,0.21415439270278772
925,Resident Evil,102984862,40119709,62865153,2002.csv,2002,0.3895689931594024,0.6104310068405976
926,Jigsaw,102952888,38052832,64900056,2017.csv,2017,0.3696140316141496,0.6303859683858505
927,Just Like Heaven,102854431,48318130,54536301,2005.csv,2005,0.4697719828910434,0.5302280171089566
928,Chappie,102811889,31569268,71242621,2015.csv,2015,0.3070585348354022,0.6929414651645979
929,Dawn of the Dead,102278712,59020957,43257755,2004.csv,2004,0.5770600337634287,0.4229399662365713
930,John Q,102244770,71756802,30487968,2002.csv,2002,0.7018139118509436,0.29818608814905645
931,Railroad Tigers,102205175,218044,101987131,2016.csv,2016,0.002133394908819441,0.9978666050911805
932,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014,0.8974877900020806,0.10251220999791938
933,Detective Conan: Zero the Enforcer,101860359,0,101860359,2018.csv,2018,0.0,1.0
934,Just Married,101564935,56127162,45437773,2003.csv,2003,0.5526234226408947,0.4473765773591053
935,Miss Congeniality 2: Armed & Fabulous,101393569,48478006,52915563,2005.csv,2005,0.4781171673718281,0.5218828326281719
936,The Recruit,101191884,52802140,48389744,2003.csv,2003,0.5218021239727091,0.47819787602729086
937,The Roundup,101166707,812859,100353848,2022.csv,2022,0.008034846879023155,0.9919651531209769
938,Joy,101134059,56451232,44682827,2015.csv,2015,0.5581822044737669,0.4418177955262332
939,Kung Fu Hustle,100912445,17108591,83803854,2004.csv,2004,0.16953896023429024,0.8304610397657097
940,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014,0.665190155251325,0.334809844748675
941,Ladder 49,100572044,74541707,26030337,2004.csv,2004,0.7411772102394578,0.2588227897605422
942,Life,100541806,30234022,70307784,2017.csv,2017,0.30071095003008,0.69928904996992
943,Instructions Not Included,100486616,44467206,56019410,2013.csv,2013,0.44251869323572407,0.557481306764276
944,Tammy,100375432,84525432,15850000,2014.csv,2014,0.8420928340313395,0.15790716596866053
945,PK,100370104,10616104,89754000,2014.csv,2014,0.10576958254422054,0.8942304174557795
946,Philomena,100129872,37709979,62419893,2013.csv,2013,0.376610678180034,0.623389321819966
947,The Continent,100125957,0,100125957,2014.csv,2014,0.0,1.0
948,Don't Say a Word,100020092,55001642,45018450,2001.csv,2001,0.5499059328999617,0.45009406710003824
949,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017,0.5168062179279356,0.48319378207206437
950,The Book of Life,99783556,50151543,49632013,2014.csv,2014,0.5026032846534353,0.4973967153465647
951,Black Mass,99775678,62575678,37200000,2015.csv,2015,0.6271636460340565,0.3728363539659435
952,Alpha,99630675,35857181,63773494,2018.csv,2018,0.35990101442151223,0.6400989855784878
953,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.002982960932229497,0.9970170390677705
954,Hellboy,99318987,59623958,39695029,2004.csv,2004,0.600327890980201,0.399672109019799
955,Shanghai Noon,99274467,56937502,42336965,2000.csv,2000,0.5735362145031713,0.42646378549682873
956,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,0.3370722674553698,0.6629277325446302
957,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,0.023213546398122804,0.9767864536018772
958,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.0008887177612780155,0.999111282238722
959,Spotlight,98690254,45055776,53634478,2015.csv,2015,0.45653723821604514,0.5434627617839549
960,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.0013291894228497619,0.9986708105771502
961,The Visit,98450062,65206105,33243957,2015.csv,2015,0.6623267032579421,0.3376732967420579
962,Crash,98410061,54580300,43829761,2005.csv,2005,0.5546211377716757,0.4453788622283244
963,Evolution,98376292,38345494,60030798,2001.csv,2001,0.38978389224102894,0.6102161077589711
964,Riddick,98337295,42025135,56312160,2013.csv,2013,0.4273570368190421,0.572642963180958
965,Once Upon a Time in Mexico,98096026,56359780,41736246,2003.csv,2003,0.5745368318997958,0.4254631681002042
966,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,0.012252129233715547,0.9877478707662845
967,Are We There Yet?,97918663,82674398,15244265,2005.csv,2005,0.8443170634386623,0.15568293656133764
968,Phone Booth,97837138,46566212,51270926,2003.csv,2003,0.4759564001146477,0.5240435998853523
969,I Am Sam,97818139,40311852,57506287,2001.csv,2001,0.4121101915463757,0.5878898084536244
970,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,0.5484028474401206,0.4515971525598795
971,Safe Haven,97594140,71349120,26245020,2013.csv,2013,0.7310799603336839,0.26892003966631606
972,The Little Prince,97571250,1339152,96232098,2015.csv,2015,0.013724862600407395,0.9862751373995926
973,Evil Dead,97542952,54239856,43303096,2013.csv,2013,0.5560612518677925,0.44393874813220746
974,42,97470701,95020213,2450488,2013.csv,2013,0.9748592348792074,0.025140765120792555
975,The Hustle,97409779,35417038,61992741,2019.csv,2019,0.3635881157270668,0.6364118842729332
976,The Woman King,97250903,67328130,29922773,2022.csv,2022,0.6923136744550331,0.30768632554496694
977,Jarhead,97076152,62658220,34417932,2005.csv,2005,0.6454543027210226,0.35454569727897745
978,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017,0.0,1.0
979,Enemy at the Gates,96976270,51401758,45574512,2001.csv,2001,0.530044700626246,0.469955299373754
980,The Shack,96942115,57386418,39555697,2017.csv,2017,0.5919658138261168,0.40803418617388326
981,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018,0.0,1.0
982,The Butterfly Effect,96693417,57938693,38754724,2004.csv,2004,0.5991999744925759,0.40080002550742416
983,Christmas with the Kranks,96572480,73780539,22791941,2004.csv,2004,0.7639913461888935,0.23600865381110644
984,13 Going on 30,96455697,57231747,39223950,2004.csv,2004,0.5933475033620875,0.4066524966379124
985,Red Eye,96258201,57891803,38366398,2005.csv,2005,0.6014220336405415,0.3985779663594586
986,The Tigger Movie,96159800,45554533,50605267,2000.csv,2000,0.4737378093548448,0.5262621906451552
987,Assassination,96119773,1904682,94215091,2015.csv,2015,0.019815714712518098,0.9801842852874819
988,The Manchurian Candidate,96105910,65955630,30150280,2004.csv,2004,0.6862806876288877,0.3137193123711122
989,The 6th Day,96085477,34604280,61481197,2000.csv,2000,0.36014058607420973,0.6398594139257903
990,The Favourite,95918706,34366783,61551923,2018.csv,2018,0.35829072798375744,0.6417092720162426
991,Be Cool,95763716,56046979,39716737,2005.csv,2005,0.5852632013569733,0.41473679864302676
992,Some Like It Hot,95721752,100026,95621726,2016.csv,2016,0.0010449662475881135,0.9989550337524119
993,Underworld,95708457,51970690,43737767,2003.csv,2003,0.5430104259229673,0.4569895740770327
994,The New King of Comedy,95618308,0,95618308,2019.csv,2019,0.0,1.0
995,Detective Conan: The Scarlet Bullet,95580715,0,95580715,2021.csv,2021,0.0,1.0
996,Poltergeist,95437994,47425125,48012869,2015.csv,2015,0.49692080703205055,0.5030791929679495
997,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,0.32669329746258285,0.6733067025374172
998,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,0.43439421843753606,0.565605781562464
999,Rush,95224595,26947624,68276971,2013.csv,2013,0.28299016656358583,0.7170098334364142
1000,40 Days and 40 Nights,95146283,37950822,57195461,2002.csv,2002,0.3988681512655623,0.6011318487344377
1001,Adoring,94975692,0,94975692,2019.csv,2019,0.0,1.0
1002,Changing Lanes,94935764,66818548,28117216,2002.csv,2002,0.7038290438153528,0.2961709561846471
1003,Kill Mobile,94870905,0,94870905,2018.csv,2018,0.0,1.0
1004,The Wedding Planner,94728529,60400856,34327673,2001.csv,2001,0.6376205419594344,0.3623794580405656
1005,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,0.5161402291568811,0.48385977084311893
1006,Veteran,94393020,1200627,93192393,2015.csv,2015,0.01271944684045494,0.9872805531595451
1007,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,1.0
1008,Fleet of Time,94244191,569280,93674911,2014.csv,2014,0.006040478399353017,0.9939595216006469
1009,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,0.378356195784407,0.6216438042155931
1010,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,0.2807793844166174,0.7192206155833827
1011,Blockers,94017294,60311495,33705799,2018.csv,2018,0.6414936277574634,0.35850637224253656
1012,The Skeleton Key,93983911,47907715,46076196,2005.csv,2005,0.5097437900833899,0.49025620991661006
1013,Syriana,93974620,50824620,43150000,2005.csv,2005,0.540833471845909,0.459166528154091
1014,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,0.26640285420183685,0.7335971457981632
1015,The Man from Macau,93864936,0,93864936,2014.csv,2014,0.0,1.0
1016,Evangelion: 3.0+1.01 Thrice Upon a Time,93763012,810744,92952268,2021.csv,2021,0.008646735879175894,0.9913532641208241
1017,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.00012813125151126635,0.9998718687484888
1018,The Internship,93492844,44672764,48820080,2013.csv,2013,0.4778201420421011,0.5221798579578989
1019,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,0.5275685847008008,0.47243141529919924
1020,Calendar Girls,93400759,31041759,62359000,2003.csv,2003,0.3323501792956522,0.6676498207043479
1021,Goosebumps 2: Slappy's Revenge,93320380,46700633,46619747,2018.csv,2018,0.5004333780038187,0.49956662199618135
1022,Money Monster,93282604,41012075,52270529,2016.csv,2016,0.43965405382551287,0.5603459461744872
1023,Secret Window,92913171,48022900,44890271,2004.csv,2004,0.5168578306298469,0.48314216937015314
1024,The Family Stone,92884429,60062868,32821561,2005.csv,2005,0.646640870236711,0.353359129763289
1025,House of Flying Daggers,92863945,11050094,81813851,2004.csv,2004,0.11899229566437222,0.8810077043356278
1026,Train to Busan,92742323,2129768,90612555,2016.csv,2016,0.022964359001445327,0.9770356409985547
1027,Downton Abbey: A New Era,92651580,44141550,48510030,2022.csv,2022,0.47642522663941617,0.5235747733605838
1028,Five Feet Apart,92554209,45729221,46824988,2019.csv,2019,0.49408040427421296,0.505919595725787
1029,Four Brothers,92374674,74494381,17880293,2005.csv,2005,0.806437281716415,0.19356271828358496
1030,Downfall,92181574,5509040,86672534,2004.csv,2004,0.059762919648128375,0.9402370803518716
1031,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
1032,End Game,91824961,23149,91801812,2021.csv,2021,0.00025209920862367697,0.9997479007913763
1033,Behind Enemy Lines,91753202,58856790,32896412,2001.csv,2001,0.6414685124558378,0.3585314875441622
1034,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
1035,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
1036,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
1037,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
1038,White Noise,91196419,56386759,34809660,2005.csv,2005,0.6183001440001717,0.38169985599982825
1039,Romeo Must Die,91036760,55973336,35063424,2000.csv,2000,0.6148432347548397,0.3851567652451603
1040,Final Destination 2,90941129,46961214,43979915,2003.csv,2003,0.5163913678705264,0.4836086321294736
1041,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
1042,Fantasia 2000,90874570,60655420,30219150,2000.csv,2000,0.667463075753756,0.33253692424624404
1043,Racing Stripes,90754475,49772522,40981953,2005.csv,2005,0.5484304988817356,0.45156950111826444
1044,Autumn in New York,90726668,37761915,52964753,2000.csv,2000,0.4162162662030088,0.5837837337969912
1045,Anchorman: The Legend of Ron Burgundy,90649730,85288303,5361427,2004.csv,2004,0.9408555657032845,0.0591444342967155
1046,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,0.6585883887020351,0.34141161129796493
1047,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,0.4778335110062039,0.522166488993796
1048,Bring It On,90449929,68379000,22070929,2000.csv,2000,0.7559873264245459,0.24401267357545411
1049,Bedazzled,90383208,37886980,52496228,2000.csv,2000,0.4191816249761792,0.5808183750238208
1050,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,0.369412705647671,0.630587294352329
1051,Identity,90259536,52159536,38100000,2003.csv,2003,0.5778839368285695,0.42211606317143047
1052,Old,90146510,48276510,41870000,2021.csv,2021,0.5355338770186444,0.4644661229813556
1053,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.0029204880975530517,0.9970795119024469
1054,Air,89960106,52460106,37500000,2023.csv,2023,0.5831485569836923,0.4168514430163077
1055,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,0.6059448411085079,0.39405515889149206
1056,The Purge,89328627,64473115,24855512,2013.csv,2013,0.7217519978226017,0.2782480021773983
1057,K.G.F: Chapter 2,89123940,2874000,86249940,2022.csv,2022,0.032247227849217616,0.9677527721507824
1058,Transporter 2,89083229,43095856,45987373,2005.csv,2005,0.4837706994208753,0.5162293005791248
1059,Rumor Has It...,88933562,43000262,45933300,2005.csv,2005,0.4835099486963088,0.5164900513036912
1060,Kangaroo Jack,88929111,66934963,21994148,2003.csv,2003,0.7526777480098727,0.24732225199012728
1061,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,0.350351559976089,0.649648440023911
1062,Shanghai Knights,88323487,60476872,27846615,2003.csv,2003,0.6847201582971922,0.31527984170280776
1063,Line Walker,88228755,0,88228755,2016.csv,2016,0.0,1.0
1064,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,0.09123908471645324,0.9087609152835467
1065,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.005193532742478902,0.9948064672575211
1066,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,0.3477130060600209,0.652286993939979
1067,Serial (Bad) Weddings 2,87761988,0,87761988,2019.csv,2019,0.0,1.0
1068,Gosford Park,87754044,41308615,46445429,2001.csv,2001,0.47073175339930773,0.5292682466006923
1069,Ali,87713825,58203105,29510720,2001.csv,2001,0.6635567996265127,0.3364432003734873
1070,Cocaine Bear,87649532,64388510,23261022,2023.csv,2023,0.7346132777982203,0.2653867222017797
1071,Don't Worry Darling,87609403,45309403,42300000,2022.csv,2022,0.5171751141826637,0.4828248858173363
1072,Tiger Lives,87320000,5560921,81759079,2017.csv,2017,0.06368439074667888,0.9363156092533211
1073,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,0.5712728637672274,0.42872713623277253
1074,Sultan,87280000,6200000,81080000,2016.csv,2016,0.07103574702108158,0.9289642529789184
1075,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,0.49477486781818725,0.5052251321818128
1076,Old School,87135520,75585093,11550427,2003.csv,2003,0.8674429555249111,0.13255704447508893
1077,About Time,87100449,15322921,71777528,2013.csv,2013,0.17592241114623874,0.8240775888537613
1078,American Dreams in China,87097067,0,87097067,2013.csv,2013,0.0,1.0
1079,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018,0.0,1.0
1080,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,0.052601512568530136,0.9473984874314698
1081,Dragon Ball Super: Super Hero,86562140,38112140,48450000,2022.csv,2022,0.44028648090262096,0.5597135190973791
1082,Robin Hood,86489031,30824628,55664403,2018.csv,2018,0.35639927564918605,0.643600724350814
1083,Tears of the Sun,86468162,43734876,42733286,2003.csv,2003,0.5057916693082941,0.49420833069170594
1084,Sky High,86369815,63946815,22423000,2005.csv,2005,0.7403838366447815,0.2596161633552185
1085,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017,0.01771335562590678,0.9822866443740932
1086,War Dogs,86234523,43034523,43200000,2016.csv,2016,0.4990405408747956,0.5009594591252045
1087,Step Up All In,86165646,14904384,71261262,2014.csv,2014,0.1729736233858213,0.8270263766141787
1088,I Can Only Imagine,86086881,83482352,2604529,2018.csv,2018,0.9697453436604353,0.030254656339564676
1089,John Wick,86013056,43037835,42975221,2014.csv,2014,0.5003639796265348,0.49963602037346516
1090,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015,0.38472822887588826,0.6152717711241118
1091,Match Point,85638656,23151529,62487127,2005.csv,2005,0.2703397050042448,0.7296602949957552
1092,The Roundup: No Way Out,85615674,909411,84706263,2023.csv,2023,0.010622015309953643,0.9893779846900463
1093,Paper Towns,85512300,32000304,53511996,2015.csv,2015,0.37421872642882953,0.6257812735711704
1094,Rat Race,85498534,56618055,28880479,2001.csv,2001,0.6622108280827365,0.33778917191726354
1095,Big Fish & Begonia,85409373,0,85409373,2016.csv,2016,0.0,1.0
1096,Nerve,85251425,38583626,46667799,2016.csv,2016,0.4525862881470896,0.5474137118529103
1097,Hidden Man,85170581,0,85170581,2018.csv,2018,0.0,1.0
1098,Final Fantasy: The Spirits Within,85131830,32131830,53000000,2001.csv,2001,0.3774361481481133,0.6225638518518867
1099,No Hard Feelings,84981563,50285988,34695575,2023.csv,2023,0.5917282081526318,0.4082717918473681
1100,Going in Style,84918541,45018541,39900000,2017.csv,2017,0.5301379471416025,0.46986205285839755
1101,Sicario,84872444,46889293,37983151,2015.csv,2015,0.5524678068655593,0.44753219313444065
1102,Carrie,84790678,35266619,49524059,2013.csv,2013,0.41592566343201076,0.5840743365679892
1103,Dog,84774243,61778069,22996174,2022.csv,2022,0.7287363096831192,0.2712636903168808
1104,The Animal,84772742,57743062,27029680,2001.csv,2001,0.6811512832745223,0.31884871672547765
1105,Mamma Mia! 2020 Re-release,84579977,0,84579977,2020.csv,2020,0.0,1.0
1106,Mortal Kombat,84426031,42326031,42100000,2021.csv,2021,0.5013386333416526,0.49866136665834737
1107,The Judge,84419388,47119388,37300000,2014.csv,2014,0.5581583699706517,0.44184163002934823
1108,Leap!,84197417,2844490,81352927,2016.csv,2016,0.0337835779451524,0.9662164220548476
1109,Finding Mr. Right,84112033,6945,84105088,2013.csv,2013,8.256844772733052e-05,0.9999174315522726
1110,Our Times,83867493,0,83867493,2015.csv,2015,0.0,1.0
1111,In Her Shoes,83697473,32880591,50816882,2005.csv,2005,0.3928504627612831,0.6071495372387169
1112,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,0.19063619492591088,0.8093638050740891
1113,Snatch,83557872,30328156,53229716,2000.csv,2000,0.3629598896439105,0.6370401103560895
1114,Blow,83282296,52990775,30291521,2001.csv,2001,0.6362789877935162,0.36372101220648384
1115,Rings,83080890,27793018,55287872,2017.csv,2017,0.33452961324800445,0.6654703867519955
1116,Suck Me Shakespeer 2,83027924,0,83027924,2015.csv,2015,0.0,1.0
1117,Once Upon A Time,82886178,485728,82400450,2017.csv,2017,0.005860180933906736,0.9941398190660933
1118,The Fighter Pilot,82879386,0,82879386,2013.csv,2013,0.0,1.0
1119,28 Days Later,82719885,45064915,37654970,2002.csv,2002,0.5447893816583521,0.45521061834164783
1120,The Constant Gardener,82466670,33579797,48886873,2005.csv,2005,0.4071923481328881,0.5928076518671119
1121,Hitman: Agent 47,82347656,22467450,59880206,2015.csv,2015,0.2728365455842483,0.7271634544157517
1122,Men of Honor,82343495,48818921,33524574,2000.csv,2000,0.5928691877846575,0.4071308122153426
1123,Tiny Times 3.0,82320000,0,82320000,2014.csv,2014,0.0,1.0
1124,Reign of Fire,82150183,43061982,39088201,2002.csv,2002,0.5241860751545739,0.4758139248454261
1125,Catwoman,82102379,40202379,41900000,2004.csv,2004,0.48966156023323026,0.5103384397667697
1126,Miracle in Cell No. 7,82101723,0,82101723,2013.csv,2013,0.0,1.0
1127,The Chorus,82032134,2087128,79945006,2004.csv,2004,0.025442810009063035,0.974557189990937
1128,Ouija: Origin of Evil,81705746,35144505,46561241,2016.csv,2016,0.43013504827432825,0.5698649517256718
1129,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019,0.01592060276640286,0.9840793972335972
1130,Wolf Warrior,81411331,0,81411331,2015.csv,2015,0.0,1.0
1131,Gone with the Bullets,81387479,0,81387479,2014.csv,2014,0.0,1.0
1132,iPartment the Movie,81096321,0,81096321,2018.csv,2018,0.0,1.0
1133,Underworld: Blood Wars,81093313,30353973,50739340,2016.csv,2016,0.37430919858953104,0.625690801410469
1134,Doraemon the Movie: Nobita's Treasure Island,80920916,0,80920916,2018.csv,2018,0.0,1.0
1135,Sinbad: Legend of the Seven Seas,80773077,26483452,54289625,2003.csv,2003,0.32787474469989547,0.6721252553001045
1136,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019,0.5204474929379485,0.4795525070620515
1137,The Rookie,80693537,75600072,5093465,2002.csv,2002,0.9368788977486512,0.06312110225134883
1138,The Rundown,80657921,47726342,32931579,2003.csv,2003,0.5917130197293332,0.4082869802706668
1139,Go Away Mr. Tumor,80606893,286639,80320254,2015.csv,2015,0.0035560110225312867,0.9964439889774687
1140,Jackass Forever,80563999,57743451,22820548,2022.csv,2022,0.7167401285529533,0.28325987144704673
1141,Caught in Time,80543319,0,80543319,2020.csv,2020,0.0,1.0
1142,Den of Thieves,80509622,44947622,35562000,2018.csv,2018,0.5582888216764947,0.44171117832350526
1143,Muppets Most Wanted,80383113,51183113,29200000,2014.csv,2014,0.6367396221641727,0.36326037783582726
1144,Hereditary,80200936,44069456,36131480,2018.csv,2018,0.5494880508626483,0.4505119491373517
1145,Runaway Jury,80154140,49443628,30710512,2003.csv,2003,0.6168568211199073,0.3831431788800928
