Rank,Release Group,Worldwide,Domestic,%,Foreign,%
60,The Father,"$24,095,959","$2,122,771",8.8%,"$21,973,188",91.2%
61,Interstellar 2020 Re-release,"$23,771,122",-,-,"$23,771,122",100%
62,Poupelle of Chimney Town,"$22,715,146",-,-,"$22,715,146",100%
63,Gretel & Hansel,"$22,304,357","$15,347,654",68.8%,"$6,956,703",31.2%
64,Moana 2020 Re-release,"$21,736,672",-,-,"$21,736,672",100%
65,Stigmatized Properties,"$21,276,720",-,-,"$21,276,720",100%
66,Pokémon the Movie: Secrets of the Jungle,"$21,097,921",-,-,"$21,097,921",100%
67,The Photograph,"$20,690,779","$20,578,185",99.5%,"$112,594",0.5%
68,Yarn,"$20,474,270",-,-,"$20,474,270",100%
69,Violet Evergarden: The Movie,"$20,339,624",-,-,"$20,339,624",100%
70,Brahms: The Boy II,"$20,311,536","$12,611,536",62.1%,"$7,700,000",37.9%
71,Ice 2,"$19,788,995",-,-,"$19,788,995",100%
72,Soul Snatcher,"$19,561,221",-,-,"$19,561,221",100%
73,The Turning,"$19,428,166","$15,472,775",79.6%,"$3,955,391",20.4%
74,Fate/stay night [Heaven's Feel] III. spring song,"$19,252,497","$200,000",1%,"$19,052,497",99%
75,Promising Young Woman,"$18,854,166","$6,460,965",34.3%,"$12,393,201",65.7%
76,Takizawa Enbujo Zero,"$18,091,395",-,-,"$18,091,395",100%
77,Freaky,"$18,073,433","$9,030,855",50%,"$9,042,578",50%
78,The Promised Neverland,"$17,710,977",-,-,"$17,710,977",100%
79,Kaiji: Final Game,"$17,645,779",-,-,"$17,645,779",100%
80,Hitman: Agent Jun,"$17,601,351",-,-,"$17,601,351",100%
81,Digimon Adventure: Last Evolution Kizuna,"$17,361,009",-,-,"$17,361,009",100%
82,Bye Bye Morons,"$16,955,924",-,-,"$16,955,924",100%
83,Baaghi 3,"$16,726,510","$721,439",4.3%,"$16,005,071",95.7%
84,I Still Believe,"$16,069,730","$9,868,521",61.4%,"$6,201,209",38.6%
85,The Way Back,"$15,490,514","$13,590,514",87.7%,"$1,900,000",12.3%
86,Padre no hay más que uno 2: La llegada de la suegra,"$15,373,181",-,-,"$15,373,181",100%
87,The Personal History of David Copperfield,"$14,399,270","$1,876,298",13%,"$12,522,972",87%
88,Nightlife,"$14,308,789",-,-,"$14,308,789",100%
89,Pawn,"$14,193,957",-,-,"$14,193,957",100%
90,The Post 2020 Re-release,"$13,995,207",-,-,"$13,995,207",100%
91,#Alive,"$13,432,212",-,-,"$13,432,212",100%
92,Howling Village,"$13,394,556",-,-,"$13,394,556",100%
93,Come Play,"$13,182,254","$10,475,990",79.5%,"$2,706,264",20.5%
94,Samjin Company English Class,"$12,761,386",-,-,"$12,761,386",100%
95,Another Round,"$12,742,455",-,-,"$12,742,455",100%
96,News of the World,"$12,668,325","$12,668,325",100%,-,-
97,Collectors,"$12,640,113",-,-,"$12,640,113",100%
98,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"$12,221,804",-,-,"$12,221,804",100%
99,Ducobu 3,"$12,157,793",-,-,"$12,157,793",100%
100,The Asadas,"$11,858,018",-,-,"$11,858,018",100%
101,Wotakoi: Love Is Hard for Otaku,"$11,702,371",-,-,"$11,702,371",100%
102,30 jours max,"$11,007,713",-,-,"$11,007,713",100%
103,Bigfoot Family,"$10,987,975",-,-,"$10,987,975",100%
104,The Voice of Sin,"$10,983,063",-,-,"$10,983,063",100%
105,Two by Two: Overboard!,"$10,875,424",-,-,"$10,875,424",100%
106,Let Him Go,"$10,835,686","$9,358,025",86.4%,"$1,477,661",13.6%
107,One Second,"$10,791,301",-,-,"$10,791,301",100%
108,Me contro Te - Il film: La vendetta del Signor S,"$10,779,891",-,-,"$10,779,891",100%
109,Impractical Jokers: The Movie,"$10,691,091","$10,691,091",100%,-,-
110,Honest Candidate,"$10,597,464",-,-,"$10,597,464",100%
111,The Hunt,"$10,550,350","$5,812,500",55.1%,"$4,737,850",44.9%
112,Street Dancer 3D,"$10,339,127",-,-,"$10,339,127",100%
113,My Spy,"$10,200,000",-,-,"$10,200,000",100%
114,100% Wolf,"$9,766,489","$658,764",6.7%,"$9,107,725",93.3%
115,Stolen Identity 2,"$9,687,188",-,-,"$9,687,188",100%
116,10 Days with Dad,"$9,472,077","$2,359",<0.1%,"$9,469,718",100%
117,Secret Zoo,"$9,471,940",-,-,"$9,471,940",100%
118,365 Days,"$9,458,590",-,-,"$9,458,590",100%
119,Okay Madam,"$9,433,525",-,-,"$9,433,525",100%
120,L'appel de la forêt,"$9,317,347",-,-,"$9,317,347",100%
121,Inception 10th Anniversary re-release,"$9,100,000",-,-,"$9,100,000",100%
122,The Closet,"$9,039,424",-,-,"$9,039,424",100%
123,Malasaña 32,"$8,968,845",-,-,"$8,968,845",100%
124,Break the Silence: The Movie,"$8,954,345",-,-,"$8,954,345",100%
125,I Hate Summer,"$8,926,071",-,-,"$8,926,071",100%
126,Downhill,"$8,899,195","$8,287,061",93.1%,"$612,134",6.9%
127,Les blagues de Toto,"$8,859,185",-,-,"$8,859,185",100%
128,The Secret Garden,"$8,721,243",-,-,"$8,721,243",100%
129,War of the Eltis,"$8,613,864",-,-,"$8,613,864",100%
130,Malang,"$8,399,765",-,-,"$8,399,765",100%
131,Your Eyes Tell,"$8,020,474",-,-,"$8,020,474",100%
132,"My Donkey, My Lover & I","$7,973,799","$152,184",1.9%,"$7,821,615",98.1%
133,AI Amok,"$7,932,191",-,-,"$7,932,191",100%
134,The Lost Prince,"$7,837,980",-,-,"$7,837,980",100%
135,Antebellum,"$7,792,716",-,-,"$7,792,716",100%
136,The Marriage Escape,"$7,760,946",-,-,"$7,760,946",100%
137,Spirited Away Studio Ghibli Fest 2020,"$7,732,435",-,-,"$7,732,435",100%
138,Princess Mononoke Studio Ghibli Fest 2020,"$7,673,207",-,-,"$7,673,207",100%
139,The Heist of the Century,"$7,627,100",-,-,"$7,627,100",100%
140,De Gaulle,"$7,501,454",-,-,"$7,501,454",100%
141,Fukushima 50,"$7,494,243",-,-,"$7,494,243",100%
142,The Best Years,"$7,355,020",-,-,"$7,355,020",100%
143,Mamma Mia! Here We Go Again 2020 Re-release,"$7,220,137",-,-,"$7,220,137",100%
144,The (UN)perfect Guy,"$7,154,649",-,-,"$7,154,649",100%
145,Bohemian Rhapsody 2020 Re-release,"$7,154,052","$240,000",3.4%,"$6,914,052",96.6%
146,Back to the Wharf,"$7,090,000",-,-,"$7,090,000",100%
147,Adu,"$7,085,946",-,-,"$7,085,946",100%
148,Fatale,"$7,031,289","$6,306,897",89.7%,"$724,392",10.3%
149,Spycies,"$6,989,285",-,-,"$6,989,285",100%
150,Dragon Rider,"$6,977,378",-,-,"$6,977,378",100%
151,Jim Button and the Wild 13,"$6,933,267",-,-,"$6,933,267",100%
152,Psy 3: W imie zasad,"$6,725,146",-,-,"$6,725,146",100%
153,Blood Moon Party,"$6,709,383",-,-,"$6,709,383",100%
154,Innocence,"$6,659,968",-,-,"$6,659,968",100%
155,Shubh Mangal Zyada Saavdhan,"$6,574,905",-,-,"$6,574,905",100%
156,Chhapaak,"$6,532,100","$604,334",9.3%,"$5,927,766",90.7%
157,"Love Me, Love Me Not","$6,494,241",-,-,"$6,494,241",100%
158,Hammamet,"$6,434,874",-,-,"$6,434,874",100%
159,Lindenberg! Mach dein Ding,"$6,404,964",-,-,"$6,404,964",100%
160,Midnight Swan,"$6,397,065",-,-,"$6,397,065",100%
161,Nausicaä of the Valley of the Wind 2020 Re-release,"$6,395,525",-,-,"$6,395,525",100%
162,Simply Black,"$6,323,750",-,-,"$6,323,750",100%
163,My Boyfriend's Meds,"$6,292,780","$2,971,116",47.2%,"$3,321,664",52.8%
164,Bill & Ted Face the Music,"$6,274,027","$3,439,660",54.8%,"$2,834,367",45.2%
165,Hotel Belgrade,"$6,199,413",-,-,"$6,199,413",100%
166,How to Be a Good Wife,"$6,033,430",-,-,"$6,033,430",100%
167,The Legacy Of Dr. Death: Black File,"$6,024,046",-,-,"$6,024,046",100%
168,A Piece of Cake,"$6,008,448",-,-,"$6,008,448",100%
169,The Rhythm Section,"$5,989,583","$5,437,971",90.8%,"$551,612",9.2%
170,How I Became a Gangster,"$5,975,729",-,-,"$5,975,729",100%
171,L'Innocente,"$5,929,392","$22,549",0.4%,"$5,906,843",99.6%
172,Twiceborn,"$5,880,157","$11,527",0.2%,"$5,868,630",99.8%
173,The Royal Bride,"$5,830,719",-,-,"$5,830,719",100%
174,Beasts Clawing at Straws,"$5,796,059",-,-,"$5,796,059",100%
175,The Lion King 2020 Re-release,"$5,773,266",-,-,"$5,773,266",100%
176,Last Letter,"$5,663,972",-,-,"$5,663,972",100%
177,Yowamushi Pedal: The Movie 2020 Re-release,"$5,624,218",-,-,"$5,624,218",100%
178,Hocus Pocus 2020 Re-release,"$5,609,193","$4,828,000",86.1%,"$781,193",13.9%
179,Klassikokkutulek 2: Pulmad ja matused,"$5,543,147",-,-,"$5,543,147",100%
180,Mama Weed,"$5,461,144","$29,151",0.5%,"$5,431,993",99.5%
181,Divorce Club,"$5,316,313",-,-,"$5,316,313",100%
182,Cats & Dogs 3: Paws Unite,"$5,300,000",-,-,"$5,300,000",100%
183,Cindy la Regia,"$5,222,322",-,-,"$5,222,322",100%
184,Run,"$5,184,368",-,-,"$5,184,368",100%
185,Love Aaj Kal,"$5,120,794",-,-,"$5,120,794",100%
186,Masked Ward,"$5,107,013",-,-,"$5,107,013",100%
187,Ayyappanum Koshiyum,"$5,088,713",-,-,"$5,088,713",100%
188,Baba Parasi,"$5,084,342",-,-,"$5,084,342",100%
189,Die Känguru-Chroniken,"$5,081,127",-,-,"$5,081,127",100%
190,The Real Exorcist,"$5,035,830",-,-,"$5,035,830",100%
191,Mayday,"$5,011,408",-,-,"$5,011,408",100%
192,Bheeshma,"$4,997,080",-,-,"$4,997,080",100%
193,Made in Abyss: Dawn of the Deep Soul,"$4,971,635",-,-,"$4,971,635",100%
194,Godai - The Wunderkind,"$4,948,225",-,-,"$4,948,225",100%
195,Military Wives,"$4,890,505",-,-,"$4,890,505",100%
196,Panga,"$4,886,124","$582,720",11.9%,"$4,303,404",88.1%
197,The Tales for Old and Young,"$4,853,143",-,-,"$4,853,143",100%
198,Streltsov,"$4,850,073",-,-,"$4,850,073",100%
199,Persian Lessons,"$4,849,240",-,-,"$4,849,240",100%
200,The SpongeBob Movie: Sponge on the Run,"$4,810,790","$4,810,790",100%,-,-
