Rank,Release Group,Worldwide,Domestic,%,Foreign,%
106,The Host,"$63,365,859","$26,627,201",42%,"$36,738,658",58%
107,Runner Runner,"$62,675,095","$19,316,646",30.8%,"$43,358,449",69.2%
108,The Face Reader,"$61,559,184","$515,876",0.8%,"$61,043,308",99.2%
109,The Legend of Hercules,"$61,279,452","$18,848,538",30.8%,"$42,430,914",69.2%
110,Kick-Ass 2,"$60,795,985","$28,795,985",47.4%,"$32,000,000",52.6%
111,A Haunted House,"$60,159,584","$40,041,683",66.6%,"$20,117,901",33.4%
112,Beautiful Creatures,"$60,052,138","$19,452,138",32.4%,"$40,600,000",67.6%
113,Snitch,"$57,824,674","$42,930,462",74.2%,"$14,894,212",25.8%
114,The Physician,"$57,284,237",-,-,"$57,284,237",100%
115,Firestorm,"$55,754,766",-,-,"$55,754,766",100%
116,Dallas Buyers Club,"$55,198,285","$27,298,285",49.5%,"$27,900,000",50.5%
117,A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6%
118,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2%
119,Delivery Man,"$53,120,346","$30,664,106",57.7%,"$22,456,240",42.3%
120,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.8%,"$50,223,379",98.2%
121,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",5.1%,"$47,908,369",94.9%
122,The Berlin File,"$48,972,848","$665,210",1.4%,"$48,307,638",98.6%
123,Her,"$48,517,427","$25,568,251",52.7%,"$22,949,176",47.3%
124,Homefront,"$48,449,416","$20,158,898",41.6%,"$28,290,518",58.4%
125,The Last Stand,"$48,330,757","$12,050,299",24.9%,"$36,280,458",75.1%
126,21 & Over,"$48,065,672","$25,682,380",53.4%,"$22,383,292",46.6%
127,Texas Chainsaw,"$47,340,586","$34,341,945",72.5%,"$12,998,641",27.5%
128,Tiny Times 2.0,"$47,289,937","$43,788",<0.1%,"$47,246,149",99.9%
129,Switch,"$47,164,301",-,-,"$47,164,301",100%
130,The Place Beyond the Pines,"$47,052,899","$21,403,519",45.5%,"$25,649,380",54.5%
131,Parker,"$46,922,566","$17,616,641",37.5%,"$29,305,925",62.5%
132,The Big Wedding,"$46,522,137","$21,819,348",46.9%,"$24,702,789",53.1%
133,Badges of Fury,"$46,495,296",-,-,"$46,495,296",100%
134,The World's End,"$46,089,287","$26,004,851",56.4%,"$20,084,436",43.6%
135,Grudge Match,"$44,907,260","$29,807,260",66.4%,"$15,100,000",33.6%
136,The White Storm,"$44,670,277",-,-,"$44,670,277",100%
137,Tarzan,"$44,095,996",-,-,"$44,095,996",100%
138,Secretly Greatly,"$43,447,199",-,-,"$43,447,199",100%
139,"The Chef, The Actor, The Scoundrel","$42,970,000",-,-,"$42,970,000",100%
140,Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",-,-,"$42,770,271",100%
141,Jobs,"$42,128,352","$16,131,410",38.3%,"$25,996,942",61.7%
142,No Man's Land,"$41,807,712",-,-,"$41,807,712",100%
143,Lupin III vs. Detective Conan: The Movie,"$41,397,727",-,-,"$41,397,727",100%
144,Yolki 3,"$40,267,368",-,-,"$40,267,368",100%
145,Don Jon,"$39,439,355","$24,477,704",62.1%,"$14,961,651",37.9%
146,Antoine and Sebastian,"$38,719,881",-,-,"$38,719,881",100%
147,Cold Eyes,"$37,795,598",-,-,"$37,795,598",100%
148,"Like Father, Like Son","$37,170,163","$334,616",0.9%,"$36,835,547",99.1%
149,Detective Conan: Private Eye in the Distant Sea,"$36,324,232",-,-,"$36,324,232",100%
150,Dügün Dernek,"$36,185,741",-,-,"$36,185,741",100%
151,The Terror Live,"$35,659,824",-,-,"$35,659,824",100%
152,Hide and Seek,"$35,461,505",-,-,"$35,461,505",100%
153,Blind Detective,"$34,958,596",-,-,"$34,958,596",100%
154,Broken City,"$34,737,199","$19,701,164",56.7%,"$15,036,035",43.3%
155,Inside Llewyn Davis,"$32,935,319","$13,235,319",40.2%,"$19,700,000",59.8%
156,Serial Teachers,"$32,849,727",-,-,"$32,849,727",100%
157,Mud,"$32,613,173","$21,590,086",66.2%,"$11,023,087",33.8%
158,Midsummer's Equation,"$32,514,549",-,-,"$32,514,549",100%
159,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",99.8%,"$74,000",0.2%
160,Pokémon,"$32,293,377",-,-,"$32,293,377",100%
161,The After-Dinner Mysteries,"$32,160,741",-,-,"$32,160,741",100%
162,Underdogs,"$31,775,719",-,-,"$31,775,719",100%
163,Spring Breakers,"$31,724,284","$14,124,284",44.5%,"$17,600,000",55.5%
164,New World,"$31,670,607","$457,806",1.4%,"$31,212,801",98.6%
165,101 Proposals,"$31,283,838",-,-,"$31,283,838",100%
166,A Wedding Invitation,"$30,665,036","$14,350",<0.1%,"$30,650,686",100%
167,Silent Witness,"$29,315,945",-,-,"$29,315,945",100%
168,Special ID,"$29,139,936","$12,666",<0.1%,"$29,127,270",100%
169,Kokowääh 2,"$28,811,936",-,-,"$28,811,936",100%
170,The Suspect,"$28,674,130","$218,693",0.8%,"$28,455,437",99.2%
171,The Four 2,"$28,599,970",-,-,"$28,599,970",100%
172,The Kiyosu Conference,"$28,338,665",-,-,"$28,338,665",100%
173,I Give It a Year,"$28,328,531","$34,657",0.1%,"$28,293,874",99.9%
174,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085",29.7%,"$19,662,703",70.3%
175,Dark Skies,"$27,858,103","$17,418,667",62.5%,"$10,439,436",37.5%
176,Nebraska,"$27,682,872","$17,654,912",63.8%,"$10,027,960",36.2%
177,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881",82.1%,"$4,900,000",17.9%
178,Gorko!,"$27,369,902",-,-,"$27,369,902",100%
179,Khumba,"$27,187,375","$1,029",<0.1%,"$27,186,346",100%
180,You're Next,"$26,895,481","$18,494,006",68.8%,"$8,401,475",31.2%
181,Mr. Go,"$26,835,201",-,-,"$26,835,201",100%
182,The Break Up Man,"$26,477,012",-,-,"$26,477,012",100%
183,The Way Way Back,"$26,474,920","$21,506,546",81.2%,"$4,968,374",18.8%
184,We Are the Nobles,"$26,433,651",-,-,"$26,433,651",100%
185,The Stolen Years,"$26,249,553",-,-,"$26,249,553",100%
186,One Night Surprise,"$26,220,159",-,-,"$26,220,159",100%
187,Platinum Data,"$26,052,718",-,-,"$26,052,718",100%
188,Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404",-,-,"$25,860,404",100%
189,Unbeatable,"$25,816,154",-,-,"$25,816,154",100%
190,Man on the Edge,"$25,774,679",-,-,"$25,774,679",100%
191,Enough Said,"$25,288,872","$17,550,872",69.4%,"$7,738,000",30.6%
192,The Last Exorcism Part II,"$25,051,865","$15,179,302",60.6%,"$9,872,563",39.4%
193,"Me, Myself and Mum","$24,991,467",-,-,"$24,991,467",100%
194,Drug War,"$24,676,341","$128,195",0.5%,"$24,548,146",99.5%
195,The Tale of The Princess Kaguya,"$24,434,485","$703,232",2.9%,"$23,731,253",97.1%
196,The Great Beauty,"$24,325,911","$2,852,400",11.7%,"$21,473,511",88.3%
197,Trance,"$24,261,569","$2,328,743",9.6%,"$21,932,826",90.4%
198,The Railway Man,"$24,174,885","$4,438,438",18.4%,"$19,736,447",81.6%
199,Out of Inferno,"$24,109,886",-,-,"$24,109,886",100%
200,Bring Happiness Home,"$23,980,000",-,-,"$23,980,000",100%
